Customer ID,Customer Name,Unnamed: 2,Unnamed: 3,Unnamed: 4,Recency,Frequency,CLV,Profit_nbr,Profit_pct,IPO,AOV,CLV2,Profit_nbr2,Profit_pct2,IPO2,AOV2,CLV3,Profit_nbr3,Profit_pct3,IPO3,AOV3,Clusters
TH-21550,Tracy Hopkins,Paper,10/19/24,1/7/25,-80,13,4234.1,-571.97,-13.5,3.38,325.7,4669.32,-136.74,-2.93,3.38,359.18,5412.65,-1131.13,-0.21,3.69,416.36,2
JG-15805,John Grady,Storage,5/21/24,1/7/25,-231,9,1507.02,206.10,13.7,5.11,167.45,1507.02,206.1,13.68,5.11,167.45,1507.02,206.1,0.14,5.11,167.45,1
AY-10555,Andy Yotov,Furnishings,12/16/24,1/7/25,-22,10,497.01,103.35,20.8,3.4,49.7,537.63,143.96,26.78,3.4,53.76,600.98,115.9,0.19,3.9,60.1,1
SC-20260,Scott Cohen,Tables,11/14/24,1/7/25,-54,22,3756.51,679.01,18.1,3.23,170.75,4295.42,1217.91,28.35,3.23,195.25,5377.33,961.41,0.18,3.82,244.42,1
FH-14275,Frank Hawley,Art,11/23/24,1/7/25,-45,21,4256.27,"1,073.27",25.2,3.1,202.68,4773.98,1590.97,33.33,3.1,227.33,5869.38,1403.18,0.24,3.71,279.49,1
GP-14740,Guy Phonely,Binders,11/26/22,1/7/25,-773,5,236.53,31.84,13.5,4.2,47.31,260.67,55.97,21.47,4.2,52.13,299.33,33.75,0.11,5.6,59.87,1
PJ-19015,Pauline Johnson,Furnishings,8/18/24,1/7/25,-142,10,1824.23,683.00,37.4,2.5,182.42,1854.11,712.87,38.45,2.5,185.41,1971.94,670.82,0.34,2.7,197.19,1
RS-19765,Roland Schwarz,Paper,11/24/24,1/7/25,-44,14,4159.77,"1,206.39",29.0,3.86,297.13,4327.5,1374.11,31.75,3.86,309.11,4664.41,1288.37,0.28,4.36,333.17,1
VM-21685,Valerie Mitchum,Paper,11/6/24,1/7/25,-62,12,2454.87,513.53,20.9,3.08,204.57,2474.9,533.56,21.56,3.08,206.24,2504.95,531.05,0.21,3.33,208.75,1
RA-19885,Ruben Ausman,Tables,11/17/24,1/7/25,-51,15,3832.31,"1,292.87",33.7,3.53,255.49,4329.12,1789.67,41.34,3.53,288.61,5264.36,1758.19,0.33,4.27,350.96,1
JS-15880,John Stevenson,Tables,7/14/23,1/7/25,-543,9,3868.02,564.98,14.6,4.78,429.78,4277.57,974.53,22.78,4.78,475.29,5064.32,657.26,0.13,6.22,562.7,1
JM-15655,Jim Mitchum,Fasteners,12/22/24,1/7/25,-16,12,864.95,117.20,13.6,3.42,72.08,906.6,158.86,17.52,3.42,75.55,1066.99,117.13,0.11,3.67,88.92,1
PC-19000,Pauline Chand,Fasteners,8/1/22,1/7/25,-890,3,1061.49,-184.34,-17.4,6.0,353.83,1262.48,16.66,1.32,6.0,420.83,1563.98,-272.27,-0.17,7.0,521.33,2
SE-20110,Sanjit Engle,Binders,12/21/24,1/7/25,-17,19,12209.44,"2,650.68",21.7,4.11,642.6,14099.72,4540.95,32.21,4.11,742.09,17915.16,4151.4,0.23,5.0,942.9,0
JK-15370,Jay Kimmel,Fasteners,11/16/24,1/7/25,-52,17,2709.63,330.28,12.2,4.24,159.39,2901.0,521.65,17.98,4.24,170.65,3290.65,359.75,0.11,4.65,193.57,1
MM-18055,Michelle Moray,Storage,10/30/24,1/7/25,-69,19,2749.88,-520.34,-18.9,3.84,144.73,3160.38,-109.85,-3.48,3.84,166.34,3846.41,-911.16,-0.24,4.84,202.44,2
GM-14455,Gary Mitchum,Phones,12/14/24,1/7/25,-24,12,3078.62,793.28,25.8,4.5,256.55,3119.66,834.32,26.74,4.5,259.97,3181.21,764.21,0.24,4.58,265.1,1
KN-16450,Kean Nguyen,Bookcases,11/8/24,1/7/25,-60,8,2171.96,114.31,5.3,6.13,271.5,2237.51,179.86,8.04,6.13,279.69,2389.13,105.1,0.04,7.0,298.64,1
EH-13765,Edward Hooks,Art,8/17/24,1/7/25,-143,32,10310.88,"1,393.52",13.5,3.75,322.22,10804.04,1886.67,17.46,3.75,337.63,11711.44,1740.5,0.15,4.38,365.98,0
SV-20785,Stewart Visinsky,Paper,2/13/24,1/7/25,-329,25,4105.31,485.03,11.8,3.64,164.21,4668.98,1048.71,22.46,3.64,186.76,5757.97,625.52,0.11,4.36,230.32,1
BF-11170,Ben Ferrer,Labels,12/14/24,1/7/25,-24,37,8430.14,"1,980.33",23.5,3.95,227.84,8906.71,2456.89,27.58,3.95,240.72,10262.26,2578.5,0.25,4.24,277.36,0
PS-18970,Paul Stevenson,Furnishings,10/22/24,1/7/25,-77,13,1278.64,198.51,15.5,4.0,98.36,1365.77,285.64,20.91,4.0,105.06,1531.49,204.13,0.13,4.77,117.81,1
SP-20650,Stephanie Phelps,Art,12/9/23,1/7/25,-395,15,1872.44,268.48,14.3,4.73,124.83,1935.6,331.64,17.13,4.73,129.04,2030.35,325.2,0.16,5.2,135.36,1
JL-15835,John Lee,Art,12/9/24,1/7/25,-29,34,9799.92,228.91,2.3,4.21,288.23,10631.85,1060.83,9.98,4.21,312.7,12398.09,-229.28,-0.02,4.76,364.65,0
AG-10390,Allen Goldenen,Binders,9/7/24,1/7/25,-122,8,200.95,69.28,34.5,4.13,25.12,215.97,84.3,39.03,4.13,27.0,250.58,79.06,0.32,4.75,31.32,1
BP-11230,Benjamin Patterson,Furnishings,11/21/24,1/7/25,-47,6,1181.49,-197.27,-16.7,2.33,196.92,1196.96,-181.8,-15.19,2.33,199.49,1258.85,-173.75,-0.14,2.67,209.81,2
AA-10375,Allen Armold,Binders,12/11/24,1/7/25,-27,15,1056.39,277.38,26.3,2.73,70.43,1071.19,292.18,27.28,2.73,71.41,1108.23,295.14,0.27,3.2,73.88,1
DB-13555,Dorothy Badders,Storage,9/14/24,1/7/25,-115,14,3908.8,109.33,2.8,4.36,279.2,4124.1,324.62,7.87,4.36,294.58,4491.58,82.64,0.02,5.07,320.83,1
AH-10030,Aaron Hawkins,Binders,12/18/24,1/7/25,-20,11,1744.7,365.22,20.9,4.91,158.61,1812.46,432.97,23.89,4.91,164.77,1915.74,387.19,0.2,5.55,174.16,1
LB-16795,Laurel Beltran,Chairs,7/31/24,1/7/25,-160,24,4985.68,-52.19,-1.0,3.17,207.74,5508.19,470.32,8.54,3.17,229.51,6537.01,-224.85,-0.03,4.17,272.38,1
TS-21160,Theresa Swint,Binders,8/13/23,1/7/25,-513,17,2163.62,260.87,12.1,3.53,127.27,2317.34,414.59,17.89,3.53,136.31,2625.65,220.83,0.08,4.24,154.45,1
BT-11305,Beth Thompson,Chairs,1/28/24,1/7/25,-345,9,2567.66,417.59,16.3,3.67,285.3,2866.28,716.22,24.99,3.67,318.48,3462.93,507.88,0.15,4.11,384.77,1
DA-13450,Dianna Arnett,Art,1/12/24,1/7/25,-361,8,156.76,56.79,36.2,3.38,19.6,158.69,58.72,37.0,3.38,19.84,161.58,59.15,0.37,3.5,20.2,1
LC-16885,Lena Creighton,Phones,12/14/24,1/7/25,-24,23,7663.13,"1,288.35",16.8,4.04,333.18,8701.68,2326.9,26.74,4.04,378.33,10877.68,2070.41,0.19,4.61,472.94,0
AG-10300,Aleksandra Gannaway,Chairs,9/3/24,1/7/25,-126,5,367.55,59.29,16.1,3.2,73.51,433.65,125.39,28.92,3.2,86.73,612.15,97.98,0.16,4.4,122.43,1
MH-17290,Marc Harrigan,Art,9/2/24,1/7/25,-127,13,2394.03,28.76,1.2,4.23,184.16,2576.85,211.59,8.21,4.23,198.22,2957.75,38.08,0.01,4.92,227.52,1
MY-18295,Muhammed Yedwab,Art,10/20/24,1/7/25,-79,21,4152.7,-371.71,-9.0,4.24,197.75,4626.95,102.54,2.22,4.24,220.33,5496.17,-567.39,-0.1,5.29,261.72,2
GB-14530,George Bell,Labels,10/29/24,1/7/25,-70,20,1568.44,7.84,0.5,3.1,78.42,1730.73,170.13,9.83,3.1,86.54,2106.27,-25.98,-0.01,3.5,105.31,1
DS-13180,David Smith,Accessories,12/7/24,1/7/25,-31,20,2881.81,163.70,5.7,3.4,144.09,3258.38,540.27,16.58,3.4,162.92,3910.32,231.66,0.06,4.1,195.52,1
AI-10855,Arianne Irving,Phones,12/17/24,1/7/25,-21,18,4375.79,867.73,19.8,4.0,243.1,4490.54,982.48,21.88,4.0,249.47,4745.87,908.31,0.19,4.33,263.66,1
LA-16780,Laura Armstrong,Chairs,7/29/24,1/7/25,-162,26,8673.22,"2,059.12",23.7,4.04,333.59,9657.51,3043.4,31.51,4.04,371.44,11626.91,2657.3,0.23,4.27,447.19,0
HG-14845,Harry Greene,Chairs,11/6/24,1/7/25,-62,10,785.63,147.00,18.7,3.1,78.56,869.17,230.55,26.52,3.1,86.92,1053.21,152.71,0.14,4.2,105.32,1
LL-16840,Lauren Leatherbury,Furnishings,4/25/24,1/7/25,-257,12,2741.2,560.01,20.4,4.17,228.43,2865.16,683.96,23.87,4.17,238.76,3099.3,657.17,0.21,5.0,258.28,1
KH-16360,Katherine Hughes,Phones,12/29/24,1/7/25,-9,14,3100.61,528.21,17.0,2.86,221.47,3481.83,909.43,26.12,2.86,248.7,4256.59,794.85,0.19,3.64,304.04,1
JM-16195,Justin MacKendrick,Art,11/3/24,1/7/25,-65,19,2833.93,754.11,26.6,3.89,149.15,2844.57,764.76,26.88,3.89,149.71,2865.87,764.44,0.27,4.21,150.84,1
AR-10510,Andrew Roberts,Appliances,12/16/24,1/7/25,-22,7,264.86,43.67,16.5,4.71,37.84,267.68,46.49,17.37,4.71,38.24,272.99,45.47,0.17,5.29,39.0,1
CS-11860,Cari Schnelling,Copiers,7/21/24,1/7/25,-170,7,537.63,105.83,19.7,2.29,76.8,538.51,106.71,19.82,2.29,76.93,542.04,103.83,0.19,2.57,77.43,1
NC-18415,Nathan Cano,Binders,11/19/24,1/7/25,-49,14,2218.99,"-2,204.81",-99.4,2.71,158.5,2593.97,-1829.83,-70.54,2.71,185.28,3250.58,-3365.5,-1.04,3.5,232.18,2
JS-15940,Joni Sundaresam,Labels,9/23/23,1/7/25,-472,8,469.17,-327.93,-69.9,4.63,58.65,471.61,-325.49,-69.02,4.63,58.95,476.14,-333.51,-0.7,5.13,59.52,2
AA-10480,Andrew Allen,Furnishings,4/15/24,1/7/25,-267,12,1790.51,435.83,24.3,3.0,149.21,1880.08,525.4,27.95,3.0,156.67,2014.43,485.09,0.24,3.17,167.87,1
BS-11365,Bill Shonely,Furnishings,6/20/23,1/7/25,-567,9,10501.65,"2,616.06",24.9,4.33,1166.85,12504.12,4618.53,36.94,4.33,1389.35,16223.71,4076.57,0.25,5.56,1802.63,0
PM-18940,Paul MacIntyre,Binders,12/9/23,1/7/25,-395,4,1405.4,157.88,11.2,4.0,351.35,1686.48,438.96,26.03,4.0,421.62,2234.81,241.55,0.11,6.25,558.7,1
EB-13870,Emily Burns,Chairs,9/21/24,1/7/25,-108,11,2767.22,261.53,9.5,3.73,251.57,3209.62,703.94,21.93,3.73,291.78,4070.02,420.1,0.1,5.0,370.0,1
PF-19120,Peter Fuller,Art,9/17/22,1/7/25,-843,19,9062.86,-614.29,-6.8,3.95,476.99,10349.34,672.18,6.49,3.95,544.7,12479.45,-545.6,-0.04,4.32,656.81,0
GD-14590,Giulietta Dortch,Binders,12/25/24,1/7/25,-13,6,1888.07,230.94,12.2,4.17,314.68,1891.22,234.08,12.38,4.17,315.2,1897.87,235.01,0.12,4.5,316.31,1
SN-20710,Steve Nguyen,Art,10/12/24,1/7/25,-87,19,3127.96,481.75,15.4,4.68,164.63,3481.16,834.95,23.98,4.68,183.22,4135.04,542.41,0.13,5.63,217.63,1
HP-14815,Harold Pawlan,Binders,11/30/24,1/7/25,-38,10,1990.31,373.86,18.8,4.4,199.03,2282.23,665.78,29.17,4.4,228.22,2856.24,568.74,0.2,5.6,285.62,1
CT-11995,Carol Triggs,Chairs,9/25/24,1/7/25,-104,30,4503.62,400.86,8.9,3.47,150.12,5128.11,1025.35,19.99,3.47,170.94,6181.63,707.06,0.11,4.63,206.05,1
SB-20290,Sean Braxton,Labels,11/13/24,1/7/25,-55,17,8057.89,"-2,082.75",-25.8,4.94,473.99,9386.63,-754.01,-8.03,4.94,552.15,12116.38,-3384.99,-0.28,5.94,712.73,0
PG-18820,Patrick Gardner,Accessories,11/24/24,1/7/25,-44,26,3086.91,137.46,4.5,3.19,118.73,3261.97,312.53,9.58,3.19,125.46,3632.71,-50.16,-0.01,3.62,139.72,1
AF-10885,Art Foster,Bookcases,11/10/23,1/7/25,-424,7,861.57,-163.12,-18.9,5.29,123.08,1001.93,-22.75,-2.27,5.29,143.13,1290.03,-262.06,-0.2,6.71,184.29,2
GM-14680,Greg Matthias,Chairs,7/31/24,1/7/25,-160,11,3163.63,35.49,1.1,2.82,287.6,3385.89,257.74,7.61,2.82,307.81,4065.35,-63.84,-0.02,3.27,369.58,1
VW-21775,Victoria Wilson,Chairs,12/2/24,1/7/25,-36,18,6134.04,-874.66,-14.3,4.28,340.78,6841.22,-167.48,-2.45,4.28,380.07,8014.77,-1695.2,-0.21,5.22,445.26,2
PG-18895,Paul Gonzalez,Furnishings,11/3/24,1/7/25,-65,17,1987.16,334.52,16.8,3.59,116.89,2005.76,353.11,17.6,3.59,117.99,2033.64,350.2,0.17,3.65,119.63,1
BG-11695,Brooke Gillingham,Appliances,11/24/24,1/7/25,-44,8,1874.17,107.57,5.7,3.0,234.27,2045.9,279.3,13.65,3.0,255.74,2303.5,103.84,0.05,3.63,287.94,1
HD-14785,Harold Dahlen,Binders,11/22/22,1/7/25,-777,7,251.36,-135.88,-54.1,4.43,35.91,275.94,-111.3,-40.33,4.43,39.42,318.62,-237.85,-0.75,5.43,45.52,2
RM-19375,Raymond Messe,Accessories,1/19/24,1/7/25,-354,9,1453.47,392.15,27.0,3.22,161.5,1524.45,463.13,30.38,3.22,169.38,1666.41,445.38,0.27,3.56,185.16,1
EH-14005,Erica Hernandez,Binders,12/28/24,1/7/25,-10,11,1219.53,-94.14,-7.7,4.55,110.87,1371.12,57.45,4.19,4.55,124.65,1607.81,-205.75,-0.13,5.55,146.16,2
AG-10270,Alejandro Grove,Storage,9/20/24,1/7/25,-109,18,2720.39,792.48,29.1,4.33,151.13,2755.42,827.52,30.03,4.33,153.08,2807.97,830.83,0.3,5.06,156.0,1
NP-18325,Naresj Patel,Accessories,12/5/24,1/7/25,-33,21,5529.62,"1,208.89",21.9,3.67,263.32,6027.31,1706.58,28.31,3.67,287.01,6943.12,1412.74,0.2,4.14,330.62,1
AJ-10795,Anthony Johnson,Furnishings,7/17/24,1/7/25,-174,21,4501.39,"1,158.71",25.7,4.19,214.35,5109.51,1766.82,34.58,4.19,243.31,6144.32,1586.94,0.26,4.76,292.59,1
PW-19030,Pauline Webber,Chairs,11/14/24,1/7/25,-54,13,3454.92,803.82,23.3,3.69,265.76,3542.84,891.74,25.17,3.69,272.53,3743.45,856.67,0.23,4.31,287.96,1
CC-12475,Cindy Chapman,Accessories,11/21/24,1/7/25,-47,13,1659.44,154.85,9.3,3.08,127.65,1908.27,403.68,21.15,3.08,146.79,2340.34,164.58,0.07,3.54,180.03,1
PA-19060,Pete Armstrong,Binders,9/18/24,1/7/25,-111,7,729.41,225.86,31.0,3.86,104.2,761.92,258.37,33.91,3.86,108.85,825.97,267.7,0.32,4.71,118.0,1
TT-21070,Ted Trevino,Furnishings,11/29/24,1/7/25,-39,14,4915.6,751.96,15.3,4.71,351.11,5634.5,1470.85,26.1,4.71,402.46,6774.9,1020.66,0.15,5.93,483.92,1
GA-14515,George Ashbrook,Paper,8/3/24,1/7/25,-157,14,3919.78,840.90,21.5,3.43,279.98,3954.33,875.45,22.14,3.43,282.45,4006.16,857.22,0.21,3.5,286.15,1
BS-11755,Bruce Stewart,Phones,12/29/24,1/7/25,-9,14,2562.38,-113.30,-4.4,3.21,183.03,2713.42,37.74,1.39,3.21,193.82,3004.98,-157.09,-0.05,3.71,214.64,2
JH-15820,John Huston,Binders,7/9/24,1/7/25,-182,8,528.91,26.08,4.9,3.63,66.11,540.39,37.57,6.95,3.63,67.55,560.81,40.76,0.07,4.25,70.1,1
TD-20995,Tamara Dahlen,Supplies,11/23/24,1/7/25,-45,16,1434.55,88.19,6.1,4.19,89.66,1671.84,325.48,19.47,4.19,104.49,2100.18,112.31,0.05,4.69,131.26,1
RF-19345,Randy Ferguson,Furnishings,12/5/23,1/7/25,-399,16,3309.15,633.71,19.2,4.19,206.82,3387.96,712.52,21.03,4.19,211.75,3636.76,751.75,0.21,4.81,227.3,1
MC-17590,Matt Collister,Furnishings,11/9/24,1/7/25,-59,17,2426.07,288.98,11.9,2.76,142.71,2669.81,532.73,19.95,2.76,157.05,3157.31,215.86,0.07,2.94,185.72,1
CC-12430,Chuck Clark,Chairs,12/30/24,1/7/25,-8,25,4606.95,314.22,6.8,3.32,184.28,5183.22,890.49,17.18,3.32,207.33,6564.42,319.5,0.05,4.12,262.58,1
FG-14260,Frank Gastineau,Appliances,11/26/24,1/7/25,-42,17,2124.78,692.43,32.6,4.12,124.99,2325.46,893.11,38.41,4.12,136.79,2696.0,961.1,0.36,4.88,158.59,1
BT-11530,Bradley Talbott,Art,9/30/24,1/7/25,-99,10,2684.49,409.50,15.3,4.4,268.45,2862.94,587.94,20.54,4.4,286.29,3279.31,468.98,0.14,4.6,327.93,1
MW-18235,Mitch Willingham,Binders,11/16/24,1/7/25,-52,3,5253.88,"1,665.52",31.7,4.33,1751.29,6181.06,2592.7,41.95,4.33,2060.35,8085.82,2538.94,0.31,6.33,2695.27,0
EH-14185,Evan Henry,Phones,9/16/24,1/7/25,-113,8,923.88,242.11,26.2,2.75,115.49,1045.77,363.99,34.81,2.75,130.72,1234.34,316.63,0.26,3.25,154.29,1
GT-14710,Greg Tran,Appliances,11/24/24,1/7/25,-44,29,11820.12,"2,163.43",18.3,3.66,407.59,13793.33,4136.63,29.99,3.66,475.63,17428.27,3181.68,0.18,4.55,600.97,0
RP-19390,Resi Pölking,Paper,11/27/24,1/7/25,-41,25,5153.08,465.25,9.0,3.52,206.12,6016.37,1328.54,22.08,3.52,240.65,7314.78,544.69,0.07,4.36,292.59,0
JL-15235,Janet Lee,Furnishings,9/2/24,1/7/25,-127,10,2203.7,54.52,2.5,3.9,220.37,2391.03,241.85,10.11,3.9,239.1,2673.9,78.26,0.03,4.9,267.39,1
BW-11065,Barry Weirich,Paper,6/1/24,1/7/25,-220,3,385.52,-58.29,-15.1,2.67,128.51,385.52,-58.29,-15.12,2.67,128.51,385.52,-58.29,-0.15,2.67,128.51,2
HF-14995,Herbert Flentye,Chairs,12/9/24,1/7/25,-29,19,2533.16,-13.88,-0.5,3.68,133.32,2904.05,357.01,12.29,3.68,152.84,3660.0,-133.06,-0.04,4.58,192.63,2
Dp-13240,Dean percer,Paper,10/7/24,1/7/25,-92,29,7198.76,333.36,4.6,3.41,248.23,8251.38,1385.98,16.8,3.41,284.53,10027.27,212.51,0.02,4.03,345.77,0
MH-17785,Maya Herman,Tables,9/23/24,1/7/25,-106,11,2203.78,238.56,10.8,3.82,200.34,2470.23,505.01,20.44,3.82,224.57,2869.91,277.74,0.1,4.73,260.9,1
LE-16810,Laurel Elliston,Binders,12/9/24,1/7/25,-29,9,1469.45,161.76,11.0,3.56,163.27,1638.05,330.36,20.17,3.56,182.01,1890.95,207.75,0.11,4.22,210.11,1
MM-17260,Magdelene Morse,Binders,7/15/24,1/7/25,-176,6,1314.02,178.40,13.6,2.83,219.0,1535.17,399.55,26.03,2.83,255.86,1923.06,250.43,0.13,4.0,320.51,1
PJ-18835,Patrick Jones,Accessories,11/21/24,1/7/25,-47,13,1220.09,442.14,36.2,3.54,93.85,1228.24,450.28,36.66,3.54,94.48,1240.46,449.52,0.36,3.62,95.42,1
SS-20410,Shahid Shariari,Tables,9/11/24,1/7/25,-118,12,3056.81,"-1,010.97",-33.1,3.83,254.73,3440.76,-627.02,-18.22,3.83,286.73,4108.46,-1697.52,-0.41,4.83,342.37,2
LW-16825,Laurel Workman,Appliances,10/3/24,1/7/25,-96,15,2238.06,32.58,1.5,3.33,149.2,2314.89,109.41,4.73,3.33,154.33,2447.86,-180.24,-0.07,3.8,163.19,2
JG-15160,James Galang,Binders,12/29/24,1/7/25,-9,18,6366.39,"1,415.67",22.2,3.89,353.69,6459.18,1508.45,23.35,3.89,358.84,6598.36,1406.72,0.21,4.11,366.58,1
EB-13840,Ellis Ballard,Paper,10/1/24,1/7/25,-98,8,4358.13,656.20,15.1,5.13,544.77,5143.31,1441.38,28.02,5.13,642.91,6402.07,977.27,0.15,6.38,800.26,1
MC-17425,Mark Cousins,Copiers,11/26/23,1/7/25,-408,10,4432.14,"1,802.39",40.7,4.8,443.21,5111.28,2481.53,48.55,4.8,511.13,6187.03,2588.03,0.42,5.9,618.7,1
JK-15625,Jim Karlsson,Phones,10/30/24,1/7/25,-69,12,3760.03,750.95,20.0,3.67,313.34,4155.87,1146.79,27.59,3.67,346.32,4812.35,813.9,0.17,4.67,401.03,1
DW-13480,Dianna Wilson,Chairs,5/27/24,1/7/25,-225,11,5271.63,"1,348.76",25.6,3.45,479.24,5818.54,1895.67,32.58,3.45,528.96,6894.29,1688.87,0.24,4.09,626.75,1
LT-17110,Liz Thompson,Furnishings,11/26/24,1/7/25,-42,14,2936.25,320.97,10.9,4.5,209.73,3247.23,631.95,19.46,4.5,231.95,3865.26,339.64,0.09,5.57,276.09,1
CR-12625,Corey Roper,Art,9/16/23,1/7/25,-479,4,475.9,144.76,30.4,3.5,118.98,509.35,178.21,34.99,3.5,127.34,567.11,173.93,0.31,4.25,141.78,1
RE-19450,Richard Eichhorn,Furnishings,3/3/24,1/7/25,-310,9,876.7,209.23,23.9,5.22,97.41,876.7,209.23,23.87,5.22,97.41,876.7,209.23,0.24,5.22,97.41,1
SC-20725,Steven Cartwright,Tables,6/26/24,1/7/25,-195,26,5226.21,"1,276.65",24.4,5.12,201.01,5486.94,1537.38,28.02,5.12,211.04,5880.3,1349.76,0.23,5.73,226.17,1
RB-19795,Ross Baird,Envelopes,11/28/24,1/7/25,-40,18,5633.32,-461.73,-8.2,5.11,312.96,6094.91,-0.14,0.0,5.11,338.61,6791.95,-867.07,-0.13,5.72,377.33,2
BT-11440,Bobby Trafton,Bookcases,6/18/23,1/7/25,-569,7,603.88,-77.53,-12.8,2.29,86.27,691.98,10.58,1.53,2.29,98.85,862.73,-193.93,-0.22,2.86,123.25,2
GT-14635,Grant Thornton,Tables,11/4/24,1/7/25,-64,6,9351.21,"-4,108.66",-43.9,4.33,1558.54,11184.54,-2275.33,-20.34,4.33,1864.09,14108.13,-6227.59,-0.44,6.33,2351.36,0
BM-11785,Bryan Mills,Art,5/26/24,1/7/25,-226,14,1338.84,137.74,10.3,3.14,95.63,1390.2,189.11,13.6,3.14,99.3,1488.2,114.61,0.08,3.64,106.3,1
SB-20170,Sarah Bern,Binders,6/12/24,1/7/25,-209,7,1348.02,157.67,11.7,3.43,192.57,1527.21,336.86,22.06,3.43,218.17,1802.28,206.62,0.11,4.29,257.47,1
VT-21700,Valerie Takahito,Labels,4/5/22,1/7/25,-1008,9,1736.6,-224.09,-12.9,4.67,192.96,1809.17,-151.51,-8.37,4.67,201.02,1953.28,-354.45,-0.18,5.22,217.03,2
NR-18550,Nick Radford,Tables,6/3/24,1/7/25,-218,13,2367.28,-25.15,-1.1,2.85,182.1,2631.03,238.6,9.07,2.85,202.39,3290.72,-61.73,-0.02,3.54,253.13,1
BP-11095,Bart Pistole,Binders,12/13/24,1/7/25,-25,24,3350.87,702.96,21.0,3.54,139.62,3425.54,777.63,22.7,3.54,142.73,3595.9,697.56,0.19,4.08,149.83,1
CS-11950,Carlos Soltero,Chairs,12/5/24,1/7/25,-33,22,3036.55,-126.42,-4.2,3.09,138.02,3254.92,91.95,2.82,3.09,147.95,3804.56,-160.67,-0.04,3.77,172.93,2
RD-19480,Rick Duston,Binders,10/19/24,1/7/25,-80,15,4272.93,480.59,11.2,4.0,284.86,4359.79,567.45,13.02,4.0,290.65,4549.22,539.94,0.12,4.53,303.28,1
BH-11710,Brosina Hoffman,Furnishings,12/7/24,1/7/25,-31,24,6255.35,802.79,12.8,4.04,260.64,6857.74,1405.18,20.49,4.04,285.74,7897.29,945.96,0.12,4.83,329.05,0
FO-14305,Frank Olsen,Tables,11/22/24,1/7/25,-46,15,2678.44,215.60,8.0,4.0,178.56,2984.66,521.82,17.48,4.0,198.98,3548.36,323.21,0.09,4.53,236.56,1
CW-11905,Carl Weiss,Art,12/8/24,1/7/25,-30,11,1136.59,370.83,32.6,3.64,103.33,1198.87,433.11,36.13,3.64,108.99,1311.02,456.73,0.35,4.27,119.18,1
CM-12445,Chuck Magee,Art,10/20/23,1/7/25,-445,9,287.99,64.43,22.4,3.56,32.0,299.33,75.77,25.31,3.56,33.26,344.68,49.85,0.14,3.67,38.3,1
HK-14890,Heather Kirkland,Labels,8/1/24,1/7/25,-159,15,4877.78,956.95,19.6,4.27,325.19,5086.27,1165.43,22.91,4.27,339.08,5428.1,1091.71,0.2,4.6,361.87,1
SR-20425,Sharelle Roach,Bookcases,12/22/24,1/7/25,-16,9,3233.48,"-3,333.91",-103.1,3.78,359.28,3854.05,-2713.35,-70.4,3.78,428.23,5076.6,-5352.32,-1.05,5.33,564.07,2
KL-16555,Kelly Lampkin,Chairs,12/14/24,1/7/25,-24,22,5016.49,-182.78,-3.6,3.82,228.02,5457.28,258.01,4.73,3.82,248.06,6271.58,-462.56,-0.07,4.86,285.07,2
PS-18760,Pamela Stobb,Paper,9/14/24,1/7/25,-115,21,2181.48,-134.44,-6.2,3.57,103.88,2506.38,190.46,7.6,3.57,119.35,3135.25,-278.05,-0.09,4.43,149.3,2
SC-20575,Sonia Cooley,Chairs,9/29/24,1/7/25,-100,7,902.73,100.23,11.1,4.29,128.96,1055.96,253.46,24.0,4.29,150.85,1302.96,141.77,0.11,5.57,186.14,1
GH-14425,Gary Hwang,Furnishings,11/10/24,1/7/25,-58,10,4172.85,"1,176.42",28.2,5.1,417.28,4828.69,1832.26,37.95,5.1,482.87,6356.84,1879.64,0.3,5.4,635.68,1
JF-15415,Jennifer Ferguson,Paper,12/28/24,1/7/25,-10,14,2371.45,635.64,26.8,4.93,169.39,2708.01,972.2,35.9,4.93,193.43,3362.42,922.48,0.27,5.5,240.17,1
DB-13660,Duane Benoit,Machines,12/18/24,1/7/25,-20,10,1155.2,177.67,15.4,3.3,115.52,1306.01,328.49,25.15,3.3,130.6,1555.39,237.61,0.15,4.2,155.54,1
MC-18100,Mick Crebagga,Phones,11/19/24,1/7/25,-49,19,2218.98,-64.17,-2.9,3.84,116.79,2382.71,99.57,4.18,3.84,125.41,2732.33,-98.8,-0.04,4.11,143.81,2
NC-19470,Neil Cohen,Paper,12/2/24,1/7/25,-36,6,382.14,-52.74,-13.8,4.33,63.69,382.14,-52.74,-13.8,4.33,63.69,382.14,-52.74,-0.14,4.33,63.69,2
Co-12640,Corey-Lock,Appliances,6/29/23,1/7/25,-558,8,1300.08,205.63,15.8,3.75,162.51,1413.03,318.58,22.55,3.75,176.63,1582.46,227.64,0.14,4.0,197.81,1
NW-18400,Natalie Webber,Furnishings,7/11/24,1/7/25,-180,22,7234.01,"1,023.12",14.1,3.55,328.82,7752.96,1542.07,19.89,3.55,352.41,8671.67,1052.73,0.12,4.36,394.17,0
TB-21280,Toby Braunhardt,Appliances,5/26/23,1/7/25,-592,11,2198.45,490.96,22.3,3.18,199.86,2207.29,499.8,22.64,3.18,200.66,2221.92,493.76,0.22,3.64,201.99,1
